ID,price_doc
100001,6011723.555489991
100002,8500000.0
100003,18262098.40414999
100004,5134545.518800006
100005,6660810.361699995
100006,5506216.46630501
100007,10006701.753549991
100008,5868816.997930003
100009,2630000.0
100010,4558918.247919995
100011,7566048.229830027
100012,8047287.156790023
100013,5687884.137855007
100014,4618031.4168375
100015,2000000.0
100016,6316960.629250025
100017,1626146.9488350023
100018,4040966.0434650015
100019,7019632.655105024
100020,1001197.95586
100021,8675000.0
100022,5165000.0
100023,4532510.465835002
100024,10983903.386810003
100025,17246250.81926504
100026,5991388.493245
100027,5893545.711989994
100028,6281463.370245007
100029,6465829.443030001
100030,12441998.005685003
100031,6200000.0
100032,8667230.513585016
100033,1765451.2115400038
100034,5368070.459700001
100035,3301913.021664995
100036,6504907.153055005
100037,8965750.351225
100038,9500000.0
100039,5928098.88282499
100040,6000000.0
100041,10425000.0
100042,5221987.5783550115
100043,9398885.000994995
100044,1670205.6169090054
100045,6694409.434820001
100046,4010340.2448400063
100047,6144732.530470001
100048,6905804.218804996
100049,1000000.0
100050,4130411.260240001
100051,2840847.2683300013
100052,4851118.362865003
100053,2425077.1320419996
100054,4710011.620939001
100055,5499319.432139976
100056,9791085.113709975
100057,9031329.866104515
100058,6000000.0
100059,2008810.877545001
100060,8882627.901330002
100061,1560340.0824880002
100062,5905875.373222219
100063,5324700.579805013
100064,5798460.266999982
100065,2026096.969902499
100066,6833833.069750002
100067,1942981.8079349995
100068,5569116.887224983
100069,11068897.599999987
100070,7230186.817111008
100071,13293974.193433002
100072,5217218.382049983
100073,7057294.434139986
100074,7943262.616695008
100075,4443751.422425003
100076,4324982.444449988
100077,5238242.942645001
100078,6758866.954455005
100079,4652869.866595006
100080,10117040.810450017
100081,5165000.0
100082,4973898.823645508
100083,7494187.454160008
100084,1783063.9216644997
100085,1000000.0
100086,3983745.735109989
100087,5360569.502154994
100088,5590805.788427999
100089,13046686.23145499
100090,5653903.937785494
100091,4925530.694084996
100092,7536449.038985014
100093,7315000.0
100094,4122461.466565007
100095,8300000.0
100096,3962819.7858749945
100097,11051202.769970007
100098,7538867.850519988
100099,7568466.335079992
100100,8158172.7737349905
100101,3960295.6250349986
100102,5300093.316845
100103,5429279.808729998
100104,7895771.962054989
100105,6263206.741629992
100106,5707826.832075005
100107,5500000.0
100108,8848401.509049999
100109,5958274.474773004
100110,5876961.837289994
100111,6681643.150104994
100112,9471283.470414998
100113,10917246.384959994
100114,12671315.018510003
100115,5577927.780273497
100116,10377766.018499965
100117,5209740.707759996
100118,6962804.905784998
100119,6661977.444914994
100120,4775798.053305
100121,5667680.337392845
100122,2297617.2208950003
100123,3757258.475720502
100124,4931923.225922996
100125,15013701.560999954
100126,6543450.153150003
100127,3545118.538155999
100128,8121489.909760479
100129,8593144.562609995
100130,5724306.97543
100131,5755108.959451512
100132,14258734.158196524
100133,5688280.466586498
100134,29546339.922819916
100135,3919499.7709849947
100136,4896628.396530002
100137,6086471.643044999
100138,6803048.224865001
100139,3849157.1144999973
100140,7609635.176985011
100141,4852379.362184998
100142,4158079.6931875064
100143,5847250.5083099855
100144,25231087.250029992
100145,15990083.51675
100146,8907155.803359998
100147,25980385.3829365
100148,1000000.0
100149,17404489.88418
100150,10383276.088639963
100151,2260000.0
100152,5574021.923194984
100153,7617816.329987499
100154,11473412.633514982
100155,2000000.0
100156,7355125.113565002
100157,4600000.0
100158,3852633.373565005
100159,4795366.788989999
100160,5655558.5164460065
100161,7718315.040710027
100162,4693534.6473199995
100163,5880863.466619982
100164,11625000.0
100165,2860433.3573199958
100166,6730691.469444994
100167,5820110.603925001
100168,2681485.604945001
100169,5786516.022725
100170,5281299.66156502
100171,8779707.58690497
100172,5158274.59749999
100173,4358175.468065004
100174,9300000.0
100175,8227115.339485006
100176,5324748.616916996
100177,5977224.790345014
100178,6810093.884559998
100179,6052383.095450015
100180,7300000.0
100181,9400000.0
100182,8645287.918765012
100183,7100000.0
100184,6454510.636
100185,6000000.0
100186,5488776.775690001
100187,5995279.203929986
100188,10892953.99959497
100189,6694005.677688509
100190,13480868.219845004
100191,4859646.740944981
100192,5280979.255464999
100193,1377723.3741999937
100194,15549800.785365013
100195,12113415.210000027
100196,9464831.903510014
100197,1441649.5454700005
100198,3376126.032060002
100199,1000000.0
100200,6758014.595764987
100201,7760272.537474998
100202,10001147.993025009
100203,14495868.981884958
100204,4933840.051519998
100205,5581933.651344486
100206,5533389.367065007
100207,7141216.213624998
100208,900000.0
100209,6774387.981499988
100210,6564572.436095002
100211,2894035.4665950006
100212,11064394.228244994
100213,8100000.0
100214,5149634.923839999
100215,10805402.514540011
100216,7763042.656654974
100217,6660218.423898738
100218,8800001.049220001
100219,8730051.22311501
100220,8782446.60390999
100221,3865888.5767400037
100222,5888727.011345002
100223,5996312.205164986
100224,6424486.987024992
100225,12260702.753599968
100226,15302981.551799987
100227,7401035.532699529
100228,8508418.384264994
100229,5257188.6746099945
100230,4775472.822750005
100231,14197933.795484997
100232,5943973.942309987
100233,8794500.0
100234,5830016.804165001
100235,8499872.67925302
100236,4856123.238345
100237,6963654.579644994
100238,4337148.447630004
100239,6826235.045760009
100240,6903958.824965003
100241,12907100.0
100242,6023539.860874997
100243,2708569.4499399904
100244,14844490.879812494
100245,8557247.51899501
100246,8281821.851655001
100247,1900780.0860200003
100248,11125875.320899965
100249,12277896.54810003
100250,5812170.195094995
100251,3881962.5
100252,10127452.612029966
100253,6500000.0
100254,5160402.021444993
100255,6539706.090259982
100256,3409079.2683949997
100257,7460324.518310002
100258,7365990.095474999
100259,6175076.467775005
100260,7547572.695175006
100261,7644142.16478
100262,6073159.7643700065
100263,6068792.361538006
100264,12500000.0
100265,6166781.653939975
100266,5688057.405759991
100267,6317687.156554992
100268,7134451.06877502
100269,6354092.170234999
100270,7973135.953440008
100271,8120794.79012
100272,3465633.224529999
100273,7600000.0
100274,4792896.095899988
100275,6200000.0
100276,6437766.582383995
100277,5424539.659046508
100278,5301518.871414999
100279,9521410.642505007
100280,10246294.0
100281,5127645.395530002
100282,5990192.1279954985
100283,6851030.546725005
100284,5601649.25309499
100285,8461917.262524977
100286,10258921.700154971
100287,4328504.267415001
100288,6908180.364846505
100289,11537402.601270003
100290,7108421.640710025
100291,5026852.9452800015
100292,9861801.077159991
100293,4986884.461290009
100294,6153210.298095004
100295,5078595.955500006
100296,11918441.594950013
100297,6600239.93181998
100298,6542792.162538501
100299,6700000.0
100300,3143158.0018830015
100301,9922981.41876002
100302,6386383.743439999
100303,6333444.5017900085
100304,11500000.0
100305,6225891.393105
100306,6465414.958239993
100307,13456762.875999963
100308,5580185.245585019
100309,9953435.724266483
100310,8311570.153500018
100311,6350000.0
100312,6173411.17049999
100313,5623224.51618
100314,8716896.981209975
100315,4500000.0
100316,8149935.572625003
100317,5286809.372475001
100318,6032231.268909992
100319,6378839.574650006
100320,5292805.371985013
100321,10034693.04169001
100322,12300000.0
100323,9302108.444174971
100324,7313749.231499988
100325,6816909.051169999
100326,6455581.019170005
100327,4634782.904185003
100328,8420625.182746012
100329,6316593.216180001
100330,7283059.654264992
100331,2765440.4391630073
100332,4704622.75624499
100333,6485524.71962999
100334,5366132.7345450185
100335,5817012.123775
100336,6883023.464319998
100337,12543786.0805525
100338,6362700.727059985
100339,3842207.304679986
100340,6542422.084195013
100341,6469982.435513505
100342,1062840.835365
100343,990000.0
100344,5637466.568010008
100345,3465633.224529999
100346,5319015.590305002
100347,7756943.79842502
100348,5678793.81005921
100349,2251537.3638150017
100350,3348050.517245
100351,5761702.146640014
100352,6446497.921099999
100353,14607215.637004996
100354,7880935.821844489
100355,12276036.641754996
100356,6779549.791074992
100357,5060884.394588233
100358,7171857.075409992
100359,2754800.0
100360,5939315.330255019
100361,4908628.318384998
100362,11830391.670284998
100363,7777133.333333319
100364,5949931.218500001
100365,5126797.244910125
100366,3429312.6666666646
100367,7439980.87764
100368,12350000.0
100369,10693475.136764472
100370,6316960.629250025
100371,5780926.628634998
100372,6479114.221265005
100373,7824519.653299986
100374,6744918.63313
100375,2520402.2657142873
100376,7536860.133120003
100377,7386606.401715001
100378,9956256.97245501
100379,14720359.523919983
100380,6349756.233394997
100381,4966010.0
100382,4961260.0
100383,3902789.431275
100384,13370095.604700064
100385,5126483.813111096
100386,7631992.506702499
100387,5118014.0909091
100388,5350000.0
100389,4961260.0
100390,5684537.323384996
100391,4444416.899083347
100392,5296588.167999988
100393,4704817.467564998
100394,7615767.649637239
100395,8328419.029113506
100396,4561690.0
100397,5365960.29033336
100398,5479213.5
100399,12987706.874164954
100400,4502456.629520023
100401,4415702.681288122
100402,1049749.7409400023
100403,6500000.0
100404,5312515.200000019
100405,6666333.333333331
100406,3466633.3333333363
100407,11516059.671499977
100408,5086047.017714989
100409,1476035.2568370001
100410,5350000.0
100411,3882742.552465
100412,1896768.7523765021
100413,3881962.5
100414,3909826.0
100415,10395949.253264995
100416,12137943.48205
100417,6642355.375300001
100418,11516059.671499977
100419,9843573.171394983
100420,5888681.736842129
100421,6675582.448210012
100422,10185736.192864992
100423,4907737.399999984
100424,2678087.5083500114
100425,8663136.786929987
100426,5289571.333333349
100427,4503212.0
100428,4837017.0
100429,6700000.0
100430,5221915.375
100431,7528672.511749995
100432,2995603.2704550005
100433,6006805.111111138
100434,4444416.899083347
100435,6717412.453375003
100436,4299321.354884623
100437,6797537.157235013
