ID,price_doc
100001,5850000.0
100002,5700000.0
100003,5500000.0
100004,5300000.0
100005,4800000.0
100006,5200000.0
100007,5200000.0
100008,6250000.0
100009,6000000.0
100010,4700000.0
100011,8254400.0
100012,5900000.0
100013,6200000.0
100014,4400000.0
100015,5700000.0
100016,4500000.0
100017,6200000.0
100018,7500000.0
100019,6200000.0
100020,4833000.0
100021,5300000.0
100022,5150000.0
100023,2000000.0
100024,990000.0
100025,2080000.0
100026,10011000.0
100027,1000000.0
100028,2000000.0
100029,6600000.0
100030,5300000.0
100031,2600000.0
100032,5300000.0
100033,17600000.0
100034,1000000.0
100035,6700000.0
100036,4000000.0
100037,12500000.0
100038,9500000.0
100039,5350000.0
100040,5950000.0
100041,2900000.0
100042,7200000.0
100043,13800000.0
100044,6200000.0
100045,6800000.0
100046,6100000.0
100047,6800000.0
100048,4650000.0
100049,5759000.0
100050,6100000.0
100051,1200000.0
100052,7950000.0
100053,8000000.0
100054,8300000.0
100055,4800000.0
100056,4700000.0
100057,7450000.0
100058,4750000.0
100059,2000000.0
100060,6000000.0
100061,1000000.0
100062,8150000.0
100063,6200000.0
100064,4450000.0
100065,6450000.0
100066,5200000.0
100067,1000000.0
100068,6500000.0
100069,5000000.0
100070,4300000.0
100071,5300000.0
100072,4210429.0
100073,5500000.0
100074,1000000.0
100075,5000000.0
100076,2000000.0
100077,7200000.0
100078,6700000.0
100079,4050000.0
100080,10600000.0
100081,5500000.0
100082,13500000.0
100083,4850000.0
100084,7700000.0
100085,2000000.0
100086,8590000.0
100087,2825000.0
100088,6120000.0
100089,1000000.0
100090,6800000.0
100091,1030000.0
100092,5000000.0
100093,6090000.0
100094,6400000.0
100095,7000000.0
100096,6170000.0
100097,990000.0
100098,8600000.0
100099,5750000.0
100100,5400000.0
100101,4300000.0
100102,5000000.0
100103,5300000.0
100104,4950000.0
100105,4700000.0
100106,6150000.0
100107,6225000.0
100108,13000000.0
100109,11380040.0
100110,4500000.0
100111,3000000.0
100112,1115000.0
100113,7400000.0
100114,6000000.0
100115,10600000.0
100116,2000000.0
100117,6100000.0
100118,3000000.0
100119,990000.0
100120,5800000.0
100121,7500000.0
100122,2000000.0
100123,7538000.0
100124,6400000.0
100125,7950000.0
100126,5156678.0
100127,6500000.0
100128,10500000.0
100129,5500000.0
100130,11500000.0
100131,1000000.0
100132,7600000.0
100133,5250000.0
100134,4300000.0
100135,11413900.0
100136,8000000.0
100137,4700000.0
100138,1000000.0
100139,5900000.0
100140,5200000.0
100141,12100000.0
100142,11500000.0
100143,5150000.0
100144,7200000.0
100145,3700000.0
100146,5700000.0
100147,8600000.0
100148,10200000.0
100149,6300000.0
100150,12000000.0
100151,2000000.0
100152,5300000.0
100153,5500000.0
100154,2000000.0
100155,7700000.0
100156,5380000.0
100157,5500000.0
100158,5890000.0
100159,5500000.0
100160,5850000.0
100161,8500000.0
100162,4950000.0
100163,6300000.0
100164,2000000.0
100165,7700000.0
100166,5400000.0
100167,3500000.0
100168,6900000.0
100169,6300000.0
100170,14300000.0
100171,5500000.0
100172,13200000.0
100173,5000000.0
100174,5700000.0
100175,5300000.0
100176,2000000.0
100177,990000.0
100178,6500000.0
100179,12300000.0
100180,2000000.0
100181,4000000.0
100182,6700000.0
100183,5900000.0
100184,6450000.0
100185,7800000.0
100186,4320000.0
100187,7175000.0
100188,4700000.0
100189,1000000.0
100190,2000000.0
100191,2990000.0
100192,5850000.0
100193,5050000.0
100194,6900000.0
100195,4300000.0
100196,1000000.0
100197,10100958.0
100198,7250000.0
100199,9672200.0
100200,8400000.0
100201,2000000.0
100202,5400000.0
100203,6400000.0
100204,4400000.0
100205,1500000.0
100206,2000000.0
