ID,price_doc
100001,6013407.128026664
100002,8500000.0
100003,18269718.707599994
100004,5130434.99045334
100005,6418972.658466669
100006,5501121.497346673
100007,10041794.874053324
100008,5924793.835546668
100009,2630000.0
100010,4558770.951720002
100011,7541424.5302933315
100012,8086207.559746658
100013,5869070.872360007
100014,4213328.906456001
100015,2000000.0
100016,6316960.629249994
100017,1627189.9281199987
100018,4122513.140853335
100019,7046876.114986661
100020,1004674.0063733335
100021,8675000.0
100022,5165000.0
100023,4640273.056693339
100024,10871278.38921334
100025,13250175.262133334
100026,6060588.614146664
100027,5892110.685213337
100028,6290953.0061866725
100029,6491867.5842266595
100030,12607824.709479995
100031,6200000.0
100032,8709599.708679998
100033,1817606.4555866655
100034,5323412.590466667
100035,3751065.723560005
100036,6465054.909853341
100037,9059877.00264001
100038,9500000.0
100039,5957049.14433334
100040,6000000.0
100041,10425000.0
100042,5088073.428973332
100043,9360775.73977333
100044,1849166.167371999
100045,6796820.78397333
100046,4000353.511000003
100047,6164746.115666667
100048,6864281.611399994
100049,1000000.0
100050,3480160.729369333
100051,3338861.5052266675
100052,4710780.196778665
100053,2492034.806253333
100054,4998586.412573334
100055,5478975.657746668
100056,9740312.424960008
100057,8437974.353453329
100058,6000000.0
100059,1752258.7810666675
100060,9501856.37337334
100061,1289748.9296266667
100062,5905875.373222228
100063,6110200.565373331
100064,5798460.267000005
100065,1349031.7332799996
100066,7129146.954173338
100067,2024245.1111626665
100068,5649947.955866659
100069,10437013.57914666
100070,7463432.948480007
100071,13070545.639533328
100072,5238075.441026669
100073,7393234.016453323
100074,7916430.203786667
100075,4820934.311266669
100076,4249969.994333325
100077,5438058.805106666
100078,6908973.113746666
100079,4660525.664973331
100080,10154124.67466666
100081,5165000.0
100082,5316554.137293331
100083,7824510.510293328
100084,1764335.2944746667
100085,1000000.0
100086,4012389.7906266656
100087,5365962.225080006
100088,5598883.193125334
100089,13559797.90848
100090,6389409.736026663
100091,4945525.169933333
100092,7574544.757506672
100093,7401333.333333333
100094,3403256.0723360004
100095,8300000.0
100096,4376414.040813335
100097,10759369.032466678
100098,7585537.353080005
100099,7213698.45434667
100100,8184081.279546663
100101,4001657.8387200013
100102,5220992.873279999
100103,5452198.356599998
100104,7882774.880426663
100105,6100435.0348133305
100106,6185460.362506665
100107,5500000.0
100108,8531058.224232001
100109,5799812.771437333
100110,5905532.172626666
100111,6721558.298159999
100112,9478312.370186666
100113,10770632.593959996
100114,12236897.377613332
100115,5745989.536613334
100116,10489790.161999984
100117,5205275.427266665
100118,6555647.179317331
100119,6661082.34096
100120,4844285.294626667
100121,6053459.305991998
100122,2327931.680546667
100123,2598060.169885333
100124,5132394.602733333
100125,15013129.08000001
100126,6312665.8186800005
100127,3906131.556597333
100128,8049581.344066669
100129,8806130.352493335
100130,5717333.333333333
100131,5513754.735453332
100132,13019019.288746664
100133,5644948.919086667
100134,29482564.46185334
100135,3695637.425400002
100136,4860223.957719999
100137,6181692.464239999
100138,6954522.922893339
100139,4003284.677933334
100140,6934279.386493326
100141,4484067.670786669
100142,3550478.0162959998
100143,5893390.8499866715
100144,25268930.819000002
100145,15999890.375733335
100146,8905623.349786667
100147,26917715.077653307
100148,1000000.0
100149,17821132.374933332
100150,11288106.623013327
100151,2260000.0
100152,5563759.586413328
100153,7128861.058650666
100154,11394418.17466667
100155,2000000.0
100156,7000310.916066665
100157,4600000.0
100158,3910935.2788933325
100159,4746171.556946666
100160,5308496.654038667
100161,7709976.654159996
100162,4398526.12224
100163,5880591.382106658
100164,11625000.0
100165,2954690.455200002
100166,6987066.996679999
100167,5616921.190066665
100168,2631783.194413333
100169,5581695.495506663
100170,5207246.132279996
100171,8652812.441066667
100172,5045887.978533336
100173,4217107.752493333
100174,9300000.0
100175,8419873.134333337
100176,5273971.350258662
100177,6106270.565399995
100178,6901172.9738799995
100179,6019834.245519992
100180,7300000.0
100181,9400000.0
100182,8344041.927613337
100183,7100000.0
100184,6395778.226613339
100185,6000000.0
100186,5539045.112686668
100187,5975496.781746667
100188,10970585.71508001
100189,6729282.2333600065
100190,13422868.144360002
100191,4851884.193506672
100192,5116675.905199999
100193,1377723.374200001
100194,15207627.386320006
100195,12113415.21000001
100196,9542877.784800008
100197,1682804.5332800006
100198,3300054.6714666663
100199,1000000.0
100200,6793472.33606666
100201,7983775.322813331
100202,9353483.596453339
100203,14431620.71543998
100204,4954471.139960004
100205,5134350.242118667
100206,5362635.75911999
100207,7132973.0478666695
100208,900000.0
100209,7114654.63300666
100210,6201293.494493332
100211,2683384.9615600007
100212,11396647.365813328
100213,8100000.0
100214,5143808.064906667
100215,10743974.9024
100216,8007151.309946675
100217,6559721.648651325
100218,8918235.185266664
100219,8323939.101133333
100220,9017399.832477327
100221,3428486.514720001
100222,5934180.934786671
100223,6010279.509920004
100224,6471343.717706664
100225,12285073.358666671
100226,15300635.335733324
100227,7365294.442861816
100228,8680797.954120003
100229,5264363.45533333
100230,4766964.86036
100231,14479563.79986667
100232,6228189.564173336
100233,8794500.0
100234,5887669.429866669
100235,7739612.171682673
100236,4944633.5451919995
100237,6864942.895053332
100238,4271182.85892
100239,7217240.4181999955
100240,6937502.117399999
100241,12907100.0
100242,6077404.8403600035
100243,2800341.773946667
100244,16100104.657664007
100245,8977520.083053334
100246,8354940.186266667
100247,1465596.81928
100248,11123282.49733334
100249,11892491.373186655
100250,6012296.428400002
100251,3881962.5
100252,10283021.942226654
100253,6500000.0
100254,5198295.480186668
100255,6435053.208373338
100256,3373403.1468133335
100257,7664084.328800001
100258,7377372.344426667
100259,5909510.005346665
100260,7448078.298546661
100261,8059829.805786668
100262,6055036.038120007
100263,5886567.263907999
100264,12500000.0
100265,6200703.137693334
100266,5873124.578853335
100267,6105725.726394668
100268,7121414.1516666785
100269,6407598.758346664
100270,8315239.507093335
100271,8170758.824026666
100272,3615543.059199998
100273,7600000.0
100274,4610597.076426664
100275,6200000.0
100276,6533155.197666666
100277,5246480.211906669
100278,5402147.742746668
100279,9226704.634959996
100280,10246294.0
100281,5091963.379493334
100282,7087247.019187998
100283,6840094.439373334
100284,5874604.84224
