ID,price_doc
100001,inf
100002,inf
100003,inf
100004,inf
100005,inf
100006,inf
100007,inf
100008,inf
100009,inf
100010,inf
100011,inf
100012,inf
100013,inf
100014,inf
100015,inf
100016,inf
100017,inf
100018,inf
100019,inf
100020,inf
100021,inf
100022,inf
100023,inf
100024,inf
100025,inf
100026,inf
100027,inf
100028,inf
100029,inf
100030,inf
100031,inf
100032,inf
100033,inf
100034,inf
100035,inf
100036,inf
100037,inf
100038,inf
100039,inf
100040,inf
100041,inf
100042,inf
100043,inf
100044,inf
100045,inf
100046,inf
100047,inf
100048,inf
100049,inf
100050,inf
100051,inf
100052,inf
100053,inf
100054,inf
100055,inf
100056,inf
100057,inf
100058,inf
100059,inf
100060,inf
100061,inf
100062,inf
100063,inf
100064,inf
100065,inf
100066,inf
100067,inf
100068,inf
100069,inf
100070,inf
100071,inf
100072,inf
100073,inf
100074,inf
100075,inf
100076,inf
100077,inf
100078,inf
100079,inf
100080,inf
100081,inf
100082,inf
100083,inf
100084,inf
100085,inf
100086,inf
100087,inf
100088,inf
100089,inf
100090,inf
100091,inf
100092,inf
100093,inf
100094,inf
100095,inf
100096,inf
100097,inf
100098,inf
100099,inf
100100,inf
100101,inf
100102,inf
100103,inf
100104,inf
100105,inf
100106,inf
100107,inf
100108,inf
100109,inf
100110,inf
100111,inf
100112,inf
100113,inf
100114,inf
100115,inf
100116,inf
100117,inf
100118,inf
100119,inf
100120,inf
100121,inf
100122,inf
100123,inf
100124,inf
100125,inf
100126,inf
100127,inf
100128,inf
100129,inf
100130,inf
100131,inf
100132,inf
100133,inf
100134,inf
100135,inf
100136,inf
100137,inf
100138,inf
100139,inf
100140,inf
100141,inf
100142,inf
100143,inf
100144,inf
100145,inf
100146,inf
100147,inf
100148,inf
100149,inf
100150,inf
100151,inf
100152,inf
100153,inf
100154,inf
100155,inf
100156,inf
100157,inf
100158,inf
100159,inf
100160,inf
100161,inf
100162,inf
100163,inf
100164,inf
100165,inf
100166,inf
100167,inf
100168,inf
100169,inf
100170,inf
100171,inf
100172,inf
100173,inf
100174,inf
100175,inf
100176,inf
100177,inf
100178,inf
100179,inf
100180,inf
100181,inf
100182,inf
100183,inf
100184,inf
100185,inf
100186,inf
100187,inf
100188,inf
100189,inf
100190,inf
100191,inf
100192,inf
100193,inf
100194,inf
100195,inf
100196,inf
100197,inf
100198,inf
100199,inf
100200,inf
100201,inf
100202,inf
100203,inf
100204,inf
100205,inf
100206,inf
100207,inf
100208,inf
100209,inf
100210,inf
100211,inf
100212,inf
100213,inf
100214,inf
100215,inf
100216,inf
100217,inf
100218,inf
100219,inf
100220,inf
100221,inf
100222,inf
100223,inf
100224,inf
100225,inf
100226,inf
100227,inf
100228,inf
100229,inf
100230,inf
100231,inf
100232,inf
100233,inf
100234,inf
100235,inf
100236,inf
100237,inf
100238,inf
100239,inf
100240,inf
100241,inf
100242,inf
100243,inf
100244,inf
100245,inf
100246,inf
100247,inf
100248,inf
100249,inf
100250,inf
100251,inf
100252,inf
100253,inf
100254,inf
100255,inf
100256,inf
100257,inf
100258,inf
100259,inf
100260,inf
100261,inf
100262,inf
100263,inf
100264,inf
100265,inf
100266,inf
100267,inf
100268,inf
100269,inf
100270,inf
100271,inf
100272,inf
100273,inf
100274,inf
100275,inf
100276,inf
100277,inf
100278,inf
100279,inf
100280,inf
100281,inf
100282,inf
100283,inf
100284,inf
100285,inf
100286,inf
100287,inf
100288,inf
100289,inf
100290,inf
100291,inf
100292,inf
100293,inf
100294,inf
100295,inf
100296,inf
100297,inf
100298,inf
100299,inf
